disease,food_name,combination
Arrhythmogenic right ventricular cardiomyopathy (ARVC) (Boxer cardiomyopathy),Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
Mitral valve dysplasia,Beef heart & Spinach Oat Porridge,"Beef heart, Spinach, Oats"
Mitral valve dysplasia,Beef heart & Spinach Brown Rice Bowl,"Beef heart, Spinach, Brown rice"
Mitral valve dysplasia,Chicken & Oats Porridge,"Chicken, Oats"
Mitral valve dysplasia,Chicken & Brown rice Bowl,"Chicken, Brown rice"
Mitral valve dysplasia,Turkey & Oats Porridge,"Turkey, Oats"
Mitral valve dysplasia,Turkey & Brown rice Bowl,"Turkey, Brown rice"
Mitral valve dysplasia,Lamb & Oats Porridge,"Lamb, Oats"
Mitral valve dysplasia,Lamb & Brown rice Bowl,"Lamb, Brown rice"
Mitral valve dysplasia,Sardines & Oats Porridge,"Sardines, Oats"
Mitral valve dysplasia,Sardines & Brown rice Bowl,"Sardines, Brown rice"
Mitral valve dysplasia,Beef & Oats Porridge,"Beef, Oats"
Mitral valve dysplasia,Beef & Brown rice Bowl,"Beef, Brown rice"
Mitral valve dysplasia,Beef liver & Oats Porridge,"Beef liver, Oats"
Mitral valve dysplasia,Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
Mitral valve dysplasia,Mackerel & Oats Porridge,"Mackerel, Oats"
Subaortic stenosis,Beef heart & Spinach Brown Rice Bowl,"Beef heart, Spinach, Brown rice"
Subaortic stenosis,Chicken & Spinach Brown Rice Bowl,"Chicken, Spinach, Brown rice"
Subaortic stenosis,Beef heart & Brown rice Bowl,"Beef heart, Brown rice"
Subaortic stenosis,Chicken & Brown rice Bowl,"Chicken, Brown rice"
Subaortic stenosis,Turkey & Brown rice Bowl,"Turkey, Brown rice"
Subaortic stenosis,Sardines & Brown rice Bowl,"Sardines, Brown rice"
Subaortic stenosis,Lamb & Brown rice Bowl,"Lamb, Brown rice"
Subaortic stenosis,Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
Subaortic stenosis,Mackerel & Brown rice Bowl,"Mackerel, Brown rice"
Subaortic stenosis,Salmon & Brown rice Bowl,"Salmon, Brown rice"
Subaortic stenosis,Herring & Brown rice Bowl,"Herring, Brown rice"
Subaortic stenosis,Turkey & Spinach Brown Rice Bowl,"Turkey, Spinach, Brown rice"
Subaortic stenosis,Beef heart & Spinach with Cod liver oil,"Beef heart, Spinach, Cod liver oil"
Subaortic stenosis,Sardines & Spinach Brown Rice Bowl,"Sardines, Spinach, Brown rice"
Subaortic stenosis,Beef heart & Chicken Stew with Spinach,"Beef heart, Chicken, Spinach"
Patent ductus arteriosus (PDA),Beef heart with Spinach & Sweet potato,"Beef heart, Spinach, Sweet potato"
Patent ductus arteriosus (PDA),Beef heart & Spinach with Sunflower seeds,"Beef heart, Spinach, Sunflower seeds"
Patent ductus arteriosus (PDA),Chicken & Sweet potato with Sunflower seeds,"Chicken, Sweet potato, Sunflower seeds"
Patent ductus arteriosus (PDA),Chicken with Spinach & Sweet potato,"Chicken, Spinach, Sweet potato"
Patent ductus arteriosus (PDA),Beef heart & Chicken Stew with Spinach,"Beef heart, Chicken, Spinach"
Patent ductus arteriosus (PDA),Beef heart & Sweet potato with Sunflower seeds,"Beef heart, Sweet potato, Sunflower seeds"
Patent ductus arteriosus (PDA),Chicken & Spinach with Sunflower seeds,"Chicken, Spinach, Sunflower seeds"
Patent ductus arteriosus (PDA),Turkey with Spinach & Sweet potato,"Turkey, Spinach, Sweet potato"
Patent ductus arteriosus (PDA),Beef heart & Chicken Stew with Sweet potato,"Beef heart, Chicken, Sweet potato"
Patent ductus arteriosus (PDA),Beef heart & Turkey Stew with Spinach,"Beef heart, Turkey, Spinach"
Patent ductus arteriosus (PDA),Turkey & Spinach with Sunflower seeds,"Turkey, Spinach, Sunflower seeds"
Patent ductus arteriosus (PDA),Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
Patent ductus arteriosus (PDA),Beef heart & Turkey Stew with Sweet potato,"Beef heart, Turkey, Sweet potato"
Patent ductus arteriosus (PDA),Beef heart & Sardines Stew with Spinach,"Beef heart, Sardines, Spinach"
Patent ductus arteriosus (PDA),Chicken & Turkey Stew with Spinach,"Chicken, Turkey, Spinach"
Tetralogy of Fallot,Beef heart & Spinach Lentils Stew,"Beef heart, Spinach, Lentils"
Tetralogy of Fallot,Beef heart & Spinach Kidney beans Stew,"Beef heart, Spinach, Kidney beans"
Tetralogy of Fallot,Chicken & Broccoli Lentils Stew,"Chicken, Broccoli, Lentils"
Tetralogy of Fallot,Chicken & Broccoli Kidney beans Stew,"Chicken, Broccoli, Kidney beans"
Tetralogy of Fallot,Turkey & Bell pepper Lentils Stew,"Turkey, Bell pepper, Lentils"
Tetralogy of Fallot,Turkey & Bell pepper Kidney beans Stew,"Turkey, Bell pepper, Kidney beans"
Tetralogy of Fallot,Sardines & Kale Lentils Stew,"Sardines, Kale, Lentils"
Tetralogy of Fallot,Sardines & Kale Kidney beans Stew,"Sardines, Kale, Kidney beans"
Tetralogy of Fallot,Beef liver & Lentils Stew,"Beef liver, Lentils"
Tetralogy of Fallot,Beef liver & Kidney beans Stew,"Beef liver, Kidney beans"
Tetralogy of Fallot,Lean beef & Lentils Stew,"Lean beef, Lentils"
Tetralogy of Fallot,Lean beef & Kidney beans Stew,"Lean beef, Kidney beans"
Tetralogy of Fallot,Salmon & Lentils Stew,"Salmon, Lentils"
Tetralogy of Fallot,Salmon & Kidney beans Stew,"Salmon, Kidney beans"
Tetralogy of Fallot,Mackerel & Lentils Stew,"Mackerel, Lentils"
Sick sinus syndrome,Beef heart & Spinach Brown Rice Bowl,"Beef heart, Spinach, Brown rice"
Sick sinus syndrome,Beef heart & Spinach Oat Porridge,"Beef heart, Spinach, Oats"
Sick sinus syndrome,Chicken & Brown rice Bowl,"Chicken, Brown rice"
Sick sinus syndrome,Chicken & Oats Porridge,"Chicken, Oats"
Sick sinus syndrome,Turkey & Brown rice Bowl,"Turkey, Brown rice"
Sick sinus syndrome,Turkey & Oats Porridge,"Turkey, Oats"
Sick sinus syndrome,Sardines & Brown rice Bowl,"Sardines, Brown rice"
Sick sinus syndrome,Sardines & Oats Porridge,"Sardines, Oats"
Sick sinus syndrome,Mackerel & Brown rice Bowl,"Mackerel, Brown rice"
Sick sinus syndrome,Mackerel & Oats Porridge,"Mackerel, Oats"
Sick sinus syndrome,Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
Sick sinus syndrome,Beef liver & Oats Porridge,"Beef liver, Oats"
Sick sinus syndrome,Salmon & Brown rice Bowl,"Salmon, Brown rice"
Sick sinus syndrome,Salmon & Oats Porridge,"Salmon, Oats"
Sick sinus syndrome,Herring & Brown rice Bowl,"Herring, Brown rice"
Persistent right aortic arch ( vascular ring anomaly ),Beef heart with Spinach & Sweet potato,"Beef heart, Spinach, Sweet potato"
Persistent right aortic arch ( vascular ring anomaly ),Beef heart & Spinach with Sunflower seeds,"Beef heart, Spinach, Sunflower seeds"
Persistent right aortic arch ( vascular ring anomaly ),Chicken & Sweet potato with Sunflower seeds,"Chicken, Sweet potato, Sunflower seeds"
Persistent right aortic arch ( vascular ring anomaly ),Chicken with Spinach & Sweet potato,"Chicken, Spinach, Sweet potato"
Persistent right aortic arch ( vascular ring anomaly ),Beef heart & Chicken Stew with Spinach,"Beef heart, Chicken, Spinach"
Persistent right aortic arch ( vascular ring anomaly ),Beef heart & Sweet potato with Sunflower seeds,"Beef heart, Sweet potato, Sunflower seeds"
Persistent right aortic arch ( vascular ring anomaly ),Chicken & Spinach with Sunflower seeds,"Chicken, Spinach, Sunflower seeds"
Persistent right aortic arch ( vascular ring anomaly ),Turkey with Spinach & Sweet potato,"Turkey, Spinach, Sweet potato"
Persistent right aortic arch ( vascular ring anomaly ),Beef heart & Chicken Stew with Sweet potato,"Beef heart, Chicken, Sweet potato"
Persistent right aortic arch ( vascular ring anomaly ),Beef heart & Turkey Stew with Spinach,"Beef heart, Turkey, Spinach"
Persistent right aortic arch ( vascular ring anomaly ),Turkey & Spinach with Sunflower seeds,"Turkey, Spinach, Sunflower seeds"
Persistent right aortic arch ( vascular ring anomaly ),Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
Persistent right aortic arch ( vascular ring anomaly ),Beef heart & Turkey Stew with Sweet potato,"Beef heart, Turkey, Sweet potato"
Persistent right aortic arch ( vascular ring anomaly ),Beef heart & Sardines Stew with Spinach,"Beef heart, Sardines, Spinach"
Persistent right aortic arch ( vascular ring anomaly ),Chicken & Turkey Stew with Spinach,"Chicken, Turkey, Spinach"
Lymphedema,Salmon & Spinach Bowl with Blueberries,"Salmon, Spinach, Blueberries"
Lymphedema,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
Lymphedema,Sardines & Sweet potato Bowl with Blueberries,"Sardines, Sweet potato, Blueberries"
Lymphedema,Sardines & Broccoli Bowl with Blueberries,"Sardines, Broccoli, Blueberries"
Lymphedema,Mackerel & Broccoli Bowl with Blueberries,"Mackerel, Broccoli, Blueberries"
Lymphedema,Mackerel & Kale Bowl with Blueberries,"Mackerel, Kale, Blueberries"
Lymphedema,Herring & Kale Bowl with Blueberries,"Herring, Kale, Blueberries"
Lymphedema,Herring & Blueberries Bowl,"Herring, Blueberries"
Lymphedema,Salmon & Spinach Bowl with Apple,"Salmon, Spinach, Apple"
Lymphedema,Salmon & Sweet potato Bowl with Blueberries,"Salmon, Sweet potato, Blueberries"
Lymphedema,Sardines & Spinach Bowl with Blueberries,"Sardines, Spinach, Blueberries"
Lymphedema,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
Lymphedema,Salmon with Spinach & Broccoli,"Salmon, Spinach, Broccoli"
Lymphedema,Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
Lymphedema,Salmon & Sardines Stew with Spinach,"Salmon, Sardines, Spinach"
Cataracts,Egg yolk & Kale Chickpeas Stew,"Egg yolk, Kale, Chickpeas"
Cataracts,Egg yolk & Spinach Chickpeas Stew,"Egg yolk, Spinach, Chickpeas"
Cataracts,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
Cataracts,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
Cataracts,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
Cataracts,Sardines & Peas Chickpeas Stew,"Sardines, Peas, Chickpeas"
Cataracts,Mackerel & Broccoli Chickpeas Stew,"Mackerel, Broccoli, Chickpeas"
Cataracts,Mackerel & Peas Chickpeas Stew,"Mackerel, Peas, Chickpeas"
Cataracts,Herring & Corn Chickpeas Stew,"Herring, Corn, Chickpeas"
Cataracts,Herring & Bell pepper Chickpeas Stew,"Herring, Bell pepper, Chickpeas"
Cataracts,Oysters & Corn Chickpeas Stew,"Oysters, Corn, Chickpeas"
Cataracts,Oysters & Bell pepper Chickpeas Stew,"Oysters, Bell pepper, Chickpeas"
Cataracts,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
Cataracts,Beef & Chickpeas Stew,"Beef, Chickpeas"
Cataracts,Egg yolk & Kale Bowl with Blueberries,"Egg yolk, Kale, Blueberries"
Progressive retinal atrophy,Egg yolk & Kale Chickpeas Stew,"Egg yolk, Kale, Chickpeas"
Progressive retinal atrophy,Egg yolk & Spinach Chickpeas Stew,"Egg yolk, Spinach, Chickpeas"
Progressive retinal atrophy,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
Progressive retinal atrophy,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
Progressive retinal atrophy,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
Progressive retinal atrophy,Sardines & Peas Chickpeas Stew,"Sardines, Peas, Chickpeas"
Progressive retinal atrophy,Mackerel & Broccoli Chickpeas Stew,"Mackerel, Broccoli, Chickpeas"
Progressive retinal atrophy,Mackerel & Peas Chickpeas Stew,"Mackerel, Peas, Chickpeas"
Progressive retinal atrophy,Herring & Corn Chickpeas Stew,"Herring, Corn, Chickpeas"
Progressive retinal atrophy,Herring & Sweet potato Chickpeas Stew,"Herring, Sweet potato, Chickpeas"
Progressive retinal atrophy,Beef liver & Corn Chickpeas Stew,"Beef liver, Corn, Chickpeas"
Progressive retinal atrophy,Beef liver & Sweet potato Chickpeas Stew,"Beef liver, Sweet potato, Chickpeas"
Progressive retinal atrophy,Oysters & Carrot Chickpeas Stew,"Oysters, Carrot, Chickpeas"
Progressive retinal atrophy,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
Progressive retinal atrophy,Beef & Carrot Chickpeas Stew,"Beef, Carrot, Chickpeas"
Retinal dysplasia,Egg yolk & Kale Chickpeas Stew,"Egg yolk, Kale, Chickpeas"
Retinal dysplasia,Egg yolk & Spinach Chickpeas Stew,"Egg yolk, Spinach, Chickpeas"
Retinal dysplasia,Beef liver & Kale Chickpeas Stew,"Beef liver, Kale, Chickpeas"
Retinal dysplasia,Beef liver & Spinach Chickpeas Stew,"Beef liver, Spinach, Chickpeas"
Retinal dysplasia,Salmon & Broccoli Chickpeas Stew,"Salmon, Broccoli, Chickpeas"
Retinal dysplasia,Salmon & Carrot Chickpeas Stew,"Salmon, Carrot, Chickpeas"
Retinal dysplasia,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
Retinal dysplasia,Sardines & Carrot Chickpeas Stew,"Sardines, Carrot, Chickpeas"
Retinal dysplasia,Mackerel & Sweet potato Chickpeas Stew,"Mackerel, Sweet potato, Chickpeas"
Retinal dysplasia,Mackerel & Pumpkin Chickpeas Stew,"Mackerel, Pumpkin, Chickpeas"
Retinal dysplasia,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
Retinal dysplasia,Oysters & Pumpkin Chickpeas Stew,"Oysters, Pumpkin, Chickpeas"
Retinal dysplasia,Beef & Chickpeas Stew,"Beef, Chickpeas"
Retinal dysplasia,Beef heart & Chickpeas Stew,"Beef heart, Chickpeas"
Retinal dysplasia,Chicken & Chickpeas Stew,"Chicken, Chickpeas"
Collie eye anomaly (CEA),Egg yolk with Kale & Spinach,"Egg yolk, Kale, Spinach"
Collie eye anomaly (CEA),Egg yolk & Kale with Cod liver oil,"Egg yolk, Kale, Cod liver oil"
Collie eye anomaly (CEA),Beef liver & Spinach with Cod liver oil,"Beef liver, Spinach, Cod liver oil"
Collie eye anomaly (CEA),Beef liver & Broccoli with Cod liver oil,"Beef liver, Broccoli, Cod liver oil"
Collie eye anomaly (CEA),Salmon & Broccoli with Cod liver oil,"Salmon, Broccoli, Cod liver oil"
Collie eye anomaly (CEA),Salmon & Peas with Cod liver oil,"Salmon, Peas, Cod liver oil"
Collie eye anomaly (CEA),Sardines & Peas with Cod liver oil,"Sardines, Peas, Cod liver oil"
Collie eye anomaly (CEA),Sardines & Carrot with Cod liver oil,"Sardines, Carrot, Cod liver oil"
Collie eye anomaly (CEA),Mackerel & Carrot with Cod liver oil,"Mackerel, Carrot, Cod liver oil"
Collie eye anomaly (CEA),Mackerel & Sweet potato with Cod liver oil,"Mackerel, Sweet potato, Cod liver oil"
Collie eye anomaly (CEA),Oysters & Sweet potato with Cod liver oil,"Oysters, Sweet potato, Cod liver oil"
Collie eye anomaly (CEA),Oysters & Pumpkin with Cod liver oil,"Oysters, Pumpkin, Cod liver oil"
Collie eye anomaly (CEA),Beef & Pumpkin with Cod liver oil,"Beef, Pumpkin, Cod liver oil"
Collie eye anomaly (CEA),Egg yolk with Kale & Broccoli,"Egg yolk, Kale, Broccoli"
Collie eye anomaly (CEA),Beef liver with Kale & Spinach,"Beef liver, Kale, Spinach"
Glaucoma,Salmon & Kale Brown Rice Bowl,"Salmon, Kale, Brown rice"
Glaucoma,Salmon & Kale Oat Porridge,"Salmon, Kale, Oats"
Glaucoma,Sardines & Spinach Brown Rice Bowl,"Sardines, Spinach, Brown rice"
Glaucoma,Sardines & Spinach Oat Porridge,"Sardines, Spinach, Oats"
Glaucoma,Mackerel & Broccoli Brown Rice Bowl,"Mackerel, Broccoli, Brown rice"
Glaucoma,Mackerel & Broccoli Oat Porridge,"Mackerel, Broccoli, Oats"
Glaucoma,Herring & Bell pepper Brown Rice Bowl,"Herring, Bell pepper, Brown rice"
Glaucoma,Herring & Bell pepper Oat Porridge,"Herring, Bell pepper, Oats"
Glaucoma,Egg yolk & Sweet potato Brown Rice Bowl,"Egg yolk, Sweet potato, Brown rice"
Glaucoma,Egg yolk & Sweet potato Oat Porridge,"Egg yolk, Sweet potato, Oats"
Glaucoma,Salmon & Spinach Brown Rice Bowl,"Salmon, Spinach, Brown rice"
Glaucoma,Sardines & Kale Brown Rice Bowl,"Sardines, Kale, Brown rice"
Glaucoma,Salmon & Kale Bowl with Blueberries,"Salmon, Kale, Blueberries"
Glaucoma,Salmon & Spinach Oat Porridge,"Salmon, Spinach, Oats"
Glaucoma,Salmon & Broccoli Brown Rice Bowl,"Salmon, Broccoli, Brown rice"
Lens luxation,Egg yolk with Kale & Spinach,"Egg yolk, Kale, Spinach"
Lens luxation,Egg yolk & Kale with Sunflower seeds,"Egg yolk, Kale, Sunflower seeds"
Lens luxation,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
Lens luxation,Salmon & Broccoli with Sunflower seeds,"Salmon, Broccoli, Sunflower seeds"
Lens luxation,Sardines & Broccoli with Sunflower seeds,"Sardines, Broccoli, Sunflower seeds"
Lens luxation,Sardines & Bell pepper with Sunflower seeds,"Sardines, Bell pepper, Sunflower seeds"
Lens luxation,Mackerel & Bell pepper with Sunflower seeds,"Mackerel, Bell pepper, Sunflower seeds"
Lens luxation,Mackerel & Sweet potato with Sunflower seeds,"Mackerel, Sweet potato, Sunflower seeds"
Lens luxation,Oysters & Sweet potato with Sunflower seeds,"Oysters, Sweet potato, Sunflower seeds"
Lens luxation,Egg yolk with Kale & Broccoli,"Egg yolk, Kale, Broccoli"
Lens luxation,Salmon with Kale & Spinach,"Salmon, Kale, Spinach"
Lens luxation,Egg yolk & Salmon Stew with Kale,"Egg yolk, Salmon, Kale"
Lens luxation,Egg yolk & Kale with Pumpkin seeds,"Egg yolk, Kale, Pumpkin seeds"
Lens luxation,Egg yolk & Spinach with Sunflower seeds,"Egg yolk, Spinach, Sunflower seeds"
Lens luxation,Salmon & Kale with Sunflower seeds,"Salmon, Kale, Sunflower seeds"
Corneal dystrophy,Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
Corneal dystrophy,Salmon & Carrot with Sunflower seeds,"Salmon, Carrot, Sunflower seeds"
Corneal dystrophy,Sardines & Sweet potato with Sunflower seeds,"Sardines, Sweet potato, Sunflower seeds"
Corneal dystrophy,Sardines & Kale with Sunflower seeds,"Sardines, Kale, Sunflower seeds"
Corneal dystrophy,Mackerel & Kale with Sunflower seeds,"Mackerel, Kale, Sunflower seeds"
Corneal dystrophy,Mackerel & Pumpkin with Sunflower seeds,"Mackerel, Pumpkin, Sunflower seeds"
Corneal dystrophy,Herring & Pumpkin with Sunflower seeds,"Herring, Pumpkin, Sunflower seeds"
Corneal dystrophy,Herring & Spinach with Sunflower seeds,"Herring, Spinach, Sunflower seeds"
Corneal dystrophy,Beef liver & Spinach with Sunflower seeds,"Beef liver, Spinach, Sunflower seeds"
Corneal dystrophy,Beef liver & Broccoli with Sunflower seeds,"Beef liver, Broccoli, Sunflower seeds"
Corneal dystrophy,Oysters & Broccoli with Sunflower seeds,"Oysters, Broccoli, Sunflower seeds"
Corneal dystrophy,Salmon with Carrot & Kale,"Salmon, Carrot, Kale"
Corneal dystrophy,Sardines with Carrot & Sweet potato,"Sardines, Carrot, Sweet potato"
Corneal dystrophy,Salmon & Sardines Stew with Carrot,"Salmon, Sardines, Carrot"
Corneal dystrophy,Salmon & Carrot with Pumpkin seeds,"Salmon, Carrot, Pumpkin seeds"
"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Salmon & Carrot with Cod liver oil,"Salmon, Carrot, Cod liver oil"
"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Sardines & Sweet potato with Cod liver oil,"Sardines, Sweet potato, Cod liver oil"
"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Sardines & Kale with Cod liver oil,"Sardines, Kale, Cod liver oil"
"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Mackerel & Kale with Cod liver oil,"Mackerel, Kale, Cod liver oil"
"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Mackerel & Pumpkin with Cod liver oil,"Mackerel, Pumpkin, Cod liver oil"
"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Herring & Pumpkin with Cod liver oil,"Herring, Pumpkin, Cod liver oil"
"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Herring & Spinach with Cod liver oil,"Herring, Spinach, Cod liver oil"
"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Beef liver & Spinach with Cod liver oil,"Beef liver, Spinach, Cod liver oil"
